"id","journal","publication_date","author","author_affiliate","author_notes","competing_interest","publication_year","publication_month","first_author","first_author_initials","author_count","competing_interest_boolean","nr_conceived","nr_performed","nr_analyzed","nr_wrote"
"10.1371_journal.pbio.1001131","plos biology","2011-08-23T00:00:00Z","Kohtaro Tanaka; Olga Barmina; Laura E Sanders; Michelle N Arbeitman; Artyom Kopp","Department of Evolution and Ecology, University of California–Davis, Davis, California, United States of America; Section of Molecular and Computational Biology, Department of Biological Sciences, University of Southern California, Los Angeles, California, United States of America","The author(s) have made the following declarations about their contributions: Conceived and designed the experiments: KT OB MNA AK. Performed the experiments: KT OB MNA AK. Analyzed the data: KT AK. Contributed reagents/materials/analysis tools: LES MNA. Wrote the paper: KT MNA AK.","The authors have declared that no competing interests exist.","2011","08","Kohtaro Tanaka","KT",5,FALSE,5,4,2,3,TRUE,TRUE,FALSE,0,NA,FALSE
"10.1371_journal.pbio.1001132","plos biology","2011-08-23T00:00:00Z","Andrew Tomlinson; Yannis Emmanuel Mavromatakis; Gary Struhl","Department of Genetics and Development, College of Physicians and Surgeons, Columbia University, New York, New York, United States of America; Howard Hughes Medical Institute, College of Physicians and Surgeons, Columbia University, New York, New York, United States of America","The author(s) have made the following declarations about their contributions: Conceived and designed the experiments: AT YEM GS. Performed the experiments: AT YEM GS. Analyzed the data: AT YEM GS. Contributed reagents/materials/analysis tools: AT YEM GS. Wrote the paper: AT YEM GS.","The authors have declared that no competing interests exist.","2011","08","Andrew Tomlinson","AT",3,FALSE,5,3,3,3,TRUE,TRUE,FALSE,0,NA,FALSE
"10.1371_journal.pbio.1001133","plos biology","2011-08-30T00:00:00Z","Kentaro Kato; Manuel G Forero; Janine C Fenton; Alicia Hidalgo","NeuroDevelopment Group, School of Biosciences, University of Birmingham, Birmingham, United Kingdom","The author(s) have made the following declarations about their contributions: Conceived and designed the experiments: KK AH. Performed the experiments: KK. Analyzed the data: KK AH. Wrote the paper: KK AH. Developed DeadEasy software: MGF. Provided technical assistance: JCF.","The authors have declared that no competing interests exist.","2011","08","Kentaro Kato","KK",4,FALSE,5,1,2,2,TRUE,TRUE,FALSE,0,NA,FALSE
"10.1371_journal.pbio.1001134","plos biology","2011-08-30T00:00:00Z","Christian H Bell; A Radu Aricescu; E Yvonne Jones; Christian Siebold","Division of Structural Biology, Wellcome Trust Centre for Human Genetics, University of Oxford, Oxford, United Kingdom","The author(s) have made the following declarations about their contributions: Conceived and designed the experiments: ARA EYJ CS. Performed the experiments: CHB ARA CS. Analyzed the data: CHB ARA EYJ CS. Contributed reagents/materials/analysis tools: CHB ARA EYJ CS. Wrote the paper: CHB ARA EYJ CS. CHB, ARA, and CS produced the constructs. CHB expressed and purified the proteins, carried out the SPR and cell collapse assays and crystallized the complexes. CHB and CS collected X-ray data and solved the structures.","The authors have declared that no competing interests exist.","2011","08","Christian H Bell","CHB",4,FALSE,5,3,4,4,TRUE,TRUE,FALSE,0,NA,FALSE
"10.1371_journal.pbio.1001135","plos biology","2011-08-30T00:00:00Z","Roger W Li; Charlie Ngo; Jennie Nguyen; Dennis M Levi","School of Optometry, University of California, Berkeley, California, United States of America; Helen Wills Neuroscience Institute, University of California, Berkeley, California, United States of America","The author(s) have made the following declarations about their contributions: Conceived and designed the experiments: RWL. Performed the experiments: RWL CN JN. Analyzed the data: RWL. Contributed reagents/materials/analysis tools: RWL. Wrote the paper: RWL DML.","The authors have declared that no competing interests exist.","2011","08","Roger W Li","RWL",4,FALSE,5,3,1,2,TRUE,TRUE,FALSE,0,NA,FALSE
"10.1371_journal.pbio.1001138","plos biology","2011-08-30T00:00:00Z","Ellen Yeh; Joseph L DeRisi","Department of Pathology, Stanford Medical School, Stanford, California, United States of America; Department of Biochemistry and Biophysics, University of California, San Francisco, California, United States of America; Howard Hughes Medical Institute, Chevy Chase, Maryland, United States of America","The author(s) have made the following declarations about their contributions: Conceived and designed the experiments: EY JD. Performed the experiments: EY. Analyzed the data: EY JD. Wrote the paper: EY JD.","The authors have declared that no competing interests exist.","2011","08","Ellen Yeh","EY",2,FALSE,5,1,2,2,TRUE,TRUE,FALSE,0,NA,FALSE
"10.1371_journal.pbio.1001142","plos biology","2011-09-06T00:00:00Z","Nicola Cavallari; Elena Frigato; Daniela Vallone; Nadine Fröhlich; Jose Fernando Lopez-Olmeda; Augusto Foà; Roberto Berti; Francisco Javier Sánchez-Vázquez; Cristiano Bertolucci; Nicholas S Foulkes","Department of Biology and Evolution, University of Ferrara, Ferrara, Italy; Institute of Toxicology and Genetics, Karlsruhe Institute of Technology, Eggenstein, Germany; Department of Physiology, Faculty of Biology, University of Murcia, Murcia, Spain; Department of Evolutionary Biology “Leo Pardi,” University of Firenze, Firenze, Italy","The author(s) have made the following declarations about their contributions: Conceived and designed the experiments: CB NSF FJSV AF NC. Performed the experiments: NC EF DV NF JFLO RB. Analyzed the data: CB DV NC EF JFLO. Contributed reagents/materials/analysis tools: CB NSF RB AF FJSV. Wrote the paper: NSF CB NC DV FJSV.","The authors have declared that no competing interests exist.","2011","09","Nicola Cavallari","NC",10,FALSE,5,6,5,5,TRUE,TRUE,FALSE,0,NA,FALSE
"10.1371_journal.pbio.1001143","plos biology","2011-09-06T00:00:00Z","Limor Landsman; Amar Nijagal; Theresa J Whitchurch; Renee L VanderLaan; Warren E Zimmer; Tippi C MacKenzie; Matthias Hebrok","Diabetes Center, Department of Medicine, University of California, San Francisco, San Francisco, California, United States of America; Eli and Edythe Broad Center of Regeneration Medicine and Stem Cell Research, Department of Surgery, University of California, San Francisco, San Francisco, California, United States of America; Department of Systems Biology and Translational Medicine, Texas A&M Health Science Center, College Station, Texas, United States of America","The author(s) have made the following declarations about their contributions: Conceived and designed the experiments: LL MH. Performed the experiments: LL AN RLV TJW. Analyzed the data: LL TJW. Contributed reagents/materials/analysis tools: WEZ TCM. Wrote the paper: LL MH.","The authors have declared that no competing interests exist.","2011","09","Limor Landsman","LL",7,FALSE,5,4,2,2,TRUE,TRUE,FALSE,0,NA,FALSE
"10.1371_journal.pbio.1001144","plos biology","2011-09-06T00:00:00Z","Eric J Foss; Dragan Radulovic; Scott A Shaffer; David R Goodlett; Leonid Kruglyak; Antonio Bedalov","Clinical Research Division, Fred Hutchinson Cancer Research Center and Department of Medicine, University of Washington School of Medicine, Seattle, Washington, United States of America; Department of Mathematical Sciences, Florida Atlantic University, Boca Raton, Florida, United States of America; University of Massachusetts Medical School, Worcester, Massachusetts, United States of America; Department of Medicinal Chemistry, University of Washington, Seattle, Washington, United States of America; Lewis-Sigler Institute for Integrative Genomics and Department of Ecology and Evolutionary Biology, Princeton University, Princeton, New Jersey, United States of America","The author(s) have made the following declarations about their contributions: Conceived and designed the experiments: EJF AB LK. Performed the experiments: EJF SAS. Analyzed the data: EJF. Contributed reagents/materials/analysis tools: AB LK DRG. Wrote the paper: EJF AB. DR quantified proteins.","The authors have declared that no competing interests exist.","2011","09","Eric J Foss","EJF",6,FALSE,5,2,1,2,TRUE,TRUE,FALSE,0,NA,FALSE
"10.1371_journal.pbio.1001148","plos biology","2011-09-13T00:00:00Z","Kuanyin K Lin; Lara Rossi; Nathan C Boles; Brian E Hall; Thaddeus C George; Margaret A Goodell","Department of Pathology and Immunology, Baylor College of Medicine, Houston, Texas, United States of America; Center for Cell and Gene Therapy, Baylor College of Medicine, Houston, Texas, United States of America; Stem Cell and Regenerative Medicine Center, Baylor College of Medicine, Houston, Texas, United States of America; Institute of Hematology and Medical Oncology “L. & A. Seràgnoli,” University of Bologna, S. Orsola-Malpighi Hospital, Bologna, Italy; Amnis Corporation, Seattle, Washington, United States of America; Department of Pediatrics, Baylor College of Medicine, Houston, Texas, United States of America","The author(s) have made the following declarations about their contributions: Conceived and designed the experiments: KKL. Performed the experiments: KKL LR NCB BH TG. Analyzed the data: KKL LR NCB BH TG. Wrote the paper: KKL MAG.","The authors have declared that no competing interests exist.","2011","09","Kuanyin K Lin","KKL",6,FALSE,5,5,5,2,TRUE,TRUE,FALSE,0,NA,FALSE
"10.1371_journal.pbio.1001149","plos biology","2011-09-13T00:00:00Z","Gila Arad; Revital Levy; Iris Nasie; Dalia Hillman; Ziv Rotfogel; Uri Barash; Emmanuelle Supper; Tomer Shpilka; Adi Minis; Raymond Kaempfer","Department of Biochemistry and Molecular Biology, Institute of Medical Research Israel-Canada, Hebrew University-Hadassah Medical School, Jerusalem, Israel","The author(s) have made the following declarations about their contributions: Conceived and designed the experiments: GA RL ZR RK. Performed the experiments: GA RL IN DH ZR UB ES TS AM. Analyzed the data: RK GA RL IN DH ZR UB ES TS AM. Wrote the paper: RK GA RL.","The authors have declared that no competing interests exist.","2011","09","Gila Arad","GA",10,FALSE,5,9,10,3,TRUE,TRUE,FALSE,0,NA,FALSE
"10.1371_journal.pbio.1001150","plos biology","2011-09-13T00:00:00Z","Yossi Yovel; Ben Falk; Cynthia F Moss; Nachum Ulanovsky","Department of Neurobiology, Weizmann Institute of Science, Rehovot, Israel; Department of Psychology, Institute for Systems Research and Neuroscience and Cognitive Science Program, University of Maryland, College Park, Maryland, United States of America","The author(s) have made the following declarations about their contributions: Conceived and designed the experiments: YY BF CM NU. Performed the experiments: YY BF. Analyzed the data: YY. Contributed reagents/materials/analysis tools: YY BF CM NU. Wrote the paper: YY NU.","The authors have declared that no competing interests exist.","2011","09","Yossi Yovel","YY",4,FALSE,5,2,1,2,TRUE,TRUE,FALSE,0,NA,FALSE
"10.1371_journal.pbio.1001151","plos biology","2011-09-13T00:00:00Z","Gregory D Rak; Emily M Mace; Pinaki P Banerjee; Tatyana Svitkina; Jordan S Orange","University of Pennsylvania School of Medicine, Philadelphia, Pennsylvania, United States of America; Children's Hospital of Philadelphia Research Institute, Children's Hospital of Philadelphia, Philadelphia, Pennsylvania, United States of America; Department of Biology, University of Pennsylvania, Philadelphia, Pennsylvania, United States of America","The author(s) have made the following declarations about their contributions: Conceived and designed the experiments: GDR TS JSO. Performed the experiments: GDR EMM PPB. Analyzed the data: GDR EMM PPB JSO. Contributed reagents/materials/analysis tools: TS. Wrote the paper: GDR JSO.","The authors have declared that no competing interests exist.","2011","09","Gregory D Rak","GDR",5,FALSE,5,3,4,2,TRUE,TRUE,FALSE,0,NA,FALSE
"10.1371_journal.pbio.1001152","plos biology","2011-09-13T00:00:00Z","Alice C N Brown; Stephane Oddos; Ian M Dobbie; Juha-Matti Alakoskela; Richard M Parton; Philipp Eissmann; Mark A A Neil; Christopher Dunsby; Paul M W French; Ilan Davis; Daniel M Davis","Division of Cell and Molecular Biology, Imperial College London, London, United Kingdom; Department of Biochemistry, University of Oxford, Oxford, United Kingdom; Department of Physics, Imperial College London, London, United Kingdom","The author(s) have made the following declarations about their contributions: Conceived and designed the experiments: ACNB SO IMD J-MA DMD. Performed the experiments: ACNB SO IMD. Analyzed the data: ACNB SO J-MA. Contributed reagents/materials/analysis tools: J-MA PE ID. Wrote the paper: ACNB DMD. Helped establish novel instrumentation: IMD RMP MAAN CD PMWF ID.","The authors have declared that no competing interests exist.","2011","09","Alice C N Brown","ACNB",11,FALSE,5,3,3,2,TRUE,TRUE,FALSE,0,NA,FALSE
"10.1371_journal.pbio.1001155","plos biology","2011-09-20T00:00:00Z","Anja Schmidt; Samuel E Wuest; Kitty Vijverberg; Célia Baroux; Daniela Kleen; Ueli Grossniklaus","Institute of Plant Biology & Zürich-Basel Plant Science Center, University of Zürich, Zürich, Switzerland; Smurfit Institute of Genetics, Trinity College Dublin, Dublin, Ireland","The author(s) have made the following declarations about their contributions: Conceived and designed the experiments: AS UG. Performed the experiments: AS DK CB. Analyzed the data: AS SW CB UG. Contributed reagents/materials/analysis tools: SW AS KV. Wrote the paper: AS UG. Transcriptome data analysis: SW AS.","The authors have declared that no competing interests exist.","2011","09","Anja Schmidt","AS",6,FALSE,5,3,4,2,TRUE,TRUE,FALSE,0,NA,FALSE
"10.1371_journal.pbio.1001156","plos biology","2011-09-20T00:00:00Z","Julia Salzman; Robert J Marinelli; Peter L Wang; Ann E Green; Julie S Nielsen; Brad H Nelson; Charles W Drescher; Patrick O Brown","Department of Biochemistry, Stanford University School of Medicine, Stanford, California, United States of America; Department of Statistics, Stanford University, Stanford, California, United States of America; Howard Hughes Medical Institute, Stanford University School of Medicine, Stanford, California, United States of America; Fred Hutchinson Cancer Research Center, Seattle, Washington, United States of America; Trev and Joyce Deeley Research Centre, BC Cancer Agency, Victoria, British Columbia, Canada","The author(s) have made the following declarations about their contributions: Conceived and designed the experiments: JS RJM PLW POB. Performed the experiments: JS RJM PLW AEG JSN. Analyzed the data: JS RJM PLW POB. Contributed reagents/materials/analysis tools: JS RJM PLW AEG JSN BHN CWD POB. Wrote the paper: JS RJM PLW POB.","The authors have declared that no competing interests exist.","2011","09","Julia Salzman","JS",8,FALSE,5,5,4,4,TRUE,TRUE,FALSE,0,NA,FALSE
"10.1371_journal.pbio.1001157","plos biology","2011-09-20T00:00:00Z","Leonie Kirszenblat; Divya Pattabiraman; Massimo A Hilliard","Queensland Brain Institute, The University of Queensland, Brisbane, Australia","The author(s) have made the following declarations about their contributions: Conceived and designed the experiments: LK DP MAH. Performed the experiments: LK DP. Analyzed the data: LK DP MAH. Contributed reagents/materials/analysis tools: LK DP MAH. Wrote the paper: LK DP MAH.","The authors have declared that no competing interests exist.","2011","09","Leonie Kirszenblat","LK",3,FALSE,5,2,3,3,TRUE,TRUE,FALSE,0,NA,FALSE
"10.1371_journal.pbio.1001192","plos biology","2011-11-08T00:00:00Z","Sandra L Schnakenberg; Wilfredo R Matias; Mark L Siegal","Department of Biology, Center for Genomics and Systems Biology, New York University, New York, New York, United States of America","The author(s) have made the following declarations about their contributions: Conceived and designed the experiments: SLS MLS. Performed the experiments: SLS WRM. Analyzed the data: SLS MLS. Wrote the paper: SLS MLS.","The authors have declared that no competing interests exist.","2011","11","Sandra L Schnakenberg","SLS",3,FALSE,5,2,2,2,TRUE,TRUE,FALSE,0,NA,FALSE
"10.1371_journal.pbio.1001193","plos biology","2011-11-08T00:00:00Z","Arvind Ramanathan; Pratul K Agarwal","Joint CMU–Pitt Program in Computational Biology, Carnegie Mellon University, Pittsburgh, Pennsylvania, United States of America; Computational Biology Institute, and Computer Science and Mathematics Division, Oak Ridge National Laboratory, Oak Ridge, Tennessee, United States of America","The author(s) have made the following declarations about their contributions: Conceived and designed the experiments: AR PKA. Performed the experiments: AR PKA. Analyzed the data: AR PKA. Contributed reagents/materials/analysis tools: AR PKA. Wrote the paper: AR PKA.","The authors have declared that no competing interests exist.","2011","11","Arvind Ramanathan","AR",2,FALSE,5,2,2,2,TRUE,TRUE,FALSE,0,NA,FALSE
"10.1371_journal.pbio.1001197","plos biology","2011-11-15T00:00:00Z","Patrick Narbonne; David E Simpson; John B Gurdon","The Wellcome Trust/Cancer Research UK Gurdon Institute, The Henry Wellcome Building of Cancer and Developmental Biology, University of Cambridge, Cambridge, United Kingdom; Department of Zoology, University of Cambridge, Cambridge, United Kingdom","The author(s) have made the following declarations about their contributions: Conceived and designed the experiments: PN JBG. Performed the experiments: PN DES. Analyzed the data: PN JBG. Contributed reagents/materials/analysis tools: PN JBG. Wrote the paper: PN JBG.","The authors have declared that no competing interests exist.","2011","11","Patrick Narbonne","PN",3,FALSE,5,2,2,2,TRUE,TRUE,FALSE,0,NA,FALSE
"10.1371_journal.pbio.1001206","plos biology","2011-11-29T00:00:00Z","Haleh Rafati; Maribel Parra; Shweta Hakre; Yuri Moshkin; Eric Verdin; Tokameh Mahmoudi","Department of Biochemistry, Erasmus University Medical Center, Rotterdam, The Netherlands; Gladstone Institute of Virology and Immunology, University of California–San Francisco, San Francisco, California, United States of America","Conceived and designed the experiments: TM EV YM. Performed the experiments: HR MP SH TM. Analyzed the data: HR MP YM TM. Contributed reagents/materials/analysis tools: TM EV. Wrote the paper: TM.","The authors have declared that no competing interests exist.","2011","11","Haleh Rafati","HR",6,FALSE,3,4,4,1,TRUE,TRUE,FALSE,0,NA,FALSE
"10.1371_journal.pbio.1001207","plos biology","2011-11-29T00:00:00Z","Barry J Grant; Dana M. Gheorghe; Wenjun Zheng; Maria Alonso; Gary Huber; Maciej Dlugosz; J Andrew McCammon; Robert A Cross","Department of Chemistry and Biochemistry, Center for Theoretical Biological Physics and Howard Hughes Medical Institute, University of California–San Diego, La Jolla, California, United States of America; Centre for Mechanochemical Cell Biology, Warwick Medical School, University of Warwick, Coventry, United Kingdom; Department of Physics, University at Buffalo, Buffalo, New York, United States of America; Interdisciplinary Centre for Mathematical and Computational Modelling, University of Warsaw, Warsaw, Poland; Department of Pharmacology, University of California–San Diego, La Jolla, California, United States of America","The author(s) have made the following declarations about their contributions: Conceived and designed the experiments: BJG DG WZ RAC JAM. Performed the experiments: BJG DG. Analyzed the data: BJG DG MD GH. Contributed reagents/materials/analysis tools: MA. Wrote the paper: BJG RAC.","The authors have declared that no competing interests exist.","2011","11","Barry J Grant","BJG",8,FALSE,5,2,4,2,TRUE,TRUE,FALSE,0,NA,FALSE
