"id","journal","publication_date","author","author_affiliate","author_notes","competing_interest","nr_pval","nr_error","nr_gross_error","publication_year","publication_month","first_author","first_author_initials","author_count","competing_interest_boolean","nr_conceived","nr_performed","nr_analyzed","nr_wrote"
"10.1371_journal.pone.0009368","plos one","2010-02-23T00:00:00Z","Yuji Takano; Nobuaki Takahashi; Daisuke Tanaka; Naoyuki Hironaka","SHIMOJO Implicit Brain Function Project, Exploratory Research for Advanced Technology, Japan Science and Technology Agency, Atsugi-shi, Kanagawa, Japan; Department of Regional Education, Faculty of Regional Sciences, Tottori University, Tottori-shi, Tottori, Japan","Conceived and designed the experiments: YT NT DT NH. Performed the experiments: YT DT. Analyzed the data: YT. Wrote the paper: YT NH. Developed a Japanese version of the IGT: NT.","The authors have declared that no competing interests exist.",9,0,0,"2010","02","Yuji Takano","YT",4,FALSE,4,2,1,2,TRUE,TRUE,FALSE,0,NA,FALSE
"10.1371_journal.pone.0010047","plos one","2010-04-07T00:00:00Z","Mehdi Moussaïd; Niriaska Perozo; Simon Garnier; Dirk Helbing; Guy Theraulaz","Université de Toulouse Paul Sabatier, Centre de Recherches sur la Cognition Animale, Toulouse, France; ETH Zurich, Swiss Federal Institute of Technology, Chair of Sociology, Zurich, Switzerland; CNRS, Centre de Recherches sur la Cognition Animale, Toulouse, France; Unidad de Investigación en Inteligencia Artificial, Universidad Centroccidental Lisandro Alvarado, Barquisimeto, Venezuela; Santa Fe Institute, Santa Fe, New Mexico, United States of America","Conceived and designed the experiments: GT. Performed the experiments: MM NP SG. Analyzed the data: MM NP SG DH. Wrote the paper: MM DH GT.","The authors have declared that no competing interests exist.",NA,NA,NA,"2010","04","Mehdi Moussaïd","MM",5,FALSE,1,3,4,3,TRUE,TRUE,FALSE,0,NA,FALSE
"10.1371_journal.pone.0010217","plos one","2010-04-16T00:00:00Z","Derek H Arnold; Morgan Tear; Ryan Schindel; Warrick Roseboom","School of Psychology, The University of Queensland, St. Lucia, Queensland, Australia","Conceived and designed the experiments: DHA. Performed the experiments: MT. Analyzed the data: DHA. Wrote the paper: DHA RS WR.","The authors have declared that no competing interests exist.",NA,NA,NA,"2010","04","Derek H Arnold","DHA",4,FALSE,1,1,1,3,TRUE,TRUE,FALSE,0,NA,FALSE
"10.1371_journal.pone.0012792","plos one","2010-09-29T00:00:00Z","Tobias Elze","Research Group Complex Structures in Biology and Cognition, Max Planck Institute for Mathematics in the Sciences, Leipzig, Germany","Analyzed the data: TE. Wrote the paper: TE.","The author has declared that no competing interests exist.",NA,NA,NA,"2010","09","Tobias Elze","TE",1,FALSE,NA,NA,1,1,TRUE,TRUE,FALSE,0,NA,FALSE
"10.1371_journal.pone.0013148","plos one","2010-10-01T00:00:00Z","Scott Sinnett; Alan Kingstone","Department of Psychology, University of Hawaii at Manoa, Honolulu, Hawaii, United States of America; Department of Psychology, University of British Columbia, Vancouver, Canada","Conceived and designed the experiments: SS AK. Performed the experiments: SS. Analyzed the data: SS. Wrote the paper: SS AK.","The authors have declared that no competing interests exist.",NA,NA,NA,"2010","10","Scott Sinnett","SS",2,FALSE,2,1,1,2,TRUE,TRUE,FALSE,0,NA,FALSE
"10.1371_journal.pone.0013411","plos one","2010-10-14T00:00:00Z","Desmond J Oathes; Christian M Squillante; William J Ray; Jack B Nitschke","Department of Psychiatry and Behavioral Sciences, Stanford University, Stanford, California, United States of America; Waisman Laboratory for Brain Imaging and Behavior, Departments of Psychiatry and Psychology, University of Wisconsin – Madison, Madison, Wisconsin, United States of America; University of Pennsylvania Health System, Philadelphia, Pennsylvania, United States of America; Department of Psychology, Pennsylvania State University, University Park, Pennsylvania, United States of America","Conceived and designed the experiments: DJO WJR. Performed the experiments: DJO CMS. Analyzed the data: DJO CMS. Contributed reagents/materials/analysis tools: WJR. Wrote the paper: DJO CMS WJR JBN.","The authors have declared that no competing interests exist.",19,0,0,"2010","10","Desmond J Oathes","DJO",4,FALSE,2,2,2,4,TRUE,TRUE,FALSE,0,NA,FALSE
"10.1371_journal.pone.0013860","plos one","2010-11-05T00:00:00Z","Bethany G Ciesielski; Thomas Armstrong; David H Zald; Bunmi O Olatunji","Department of Psychology, Vanderbilt University, Nashville, Tennessee, United States of America","Conceived and designed the experiments: BC DZ BO. Performed the experiments: BC. Analyzed the data: BC TA BO. Wrote the paper: BC BO. Analyzed and interpreted the data: TA. Provided critical revisions important for intellectual content: TA DZ.","The authors have declared that no competing interests exist.",11,0,0,"2010","11","Bethany G Ciesielski","BGC",4,FALSE,3,1,3,2,TRUE,TRUE,FALSE,0,NA,FALSE
"10.1371_journal.pone.0014659","plos one","2011-02-09T00:00:00Z","Martine Hausberger; Christine Muller; Christophe Lunel","Université de Rennes 1, UMR 6552 Ethologie Animale et Humaine, Unité Mixte de Recherche CNRS, Campus de Beaulieu, Rennes, France","Conceived and designed the experiments: MH. Performed the experiments: MH CM. Analyzed the data: CM CL. Wrote the paper: MH.","The authors have declared that no competing interests exist.",NA,NA,NA,"2011","02","Martine Hausberger","MH",3,FALSE,1,2,2,1,TRUE,FALSE,FALSE,0,NA,FALSE
"10.1371_journal.pone.0014703","plos one","2011-02-16T00:00:00Z","Guangheng Dong; Qilin Lu; Hui Zhou; Xuan Zhao","Department of Psychology, Zhejiang Normal University, Jinhua, People's Republic of China; Institute of Neuroinformatics, Dalian University of Technology, Dalian, People's Republic of China","Conceived and designed the experiments: GD. Performed the experiments: GD HZ XZ. Analyzed the data: GD XZ. Contributed reagents/materials/analysis tools: GD QL. Wrote the paper: GD.","The authors have declared that no competing interests exist.",NA,NA,NA,"2011","02","Guangheng Dong","GD",4,FALSE,1,3,2,1,TRUE,TRUE,FALSE,0,NA,FALSE
"10.1371_journal.pone.0015095","plos one","2010-12-08T00:00:00Z","Barnaby D Dunn; Dasha Makarova; David Evans; Luke Clark","Cognition and Brain Sciences Unit, UK Medical Research Council, Cambridge, United Kingdom; Behavioural and Clinical Neuroscience Institute, Department of Experimental Psychology, University of Cambridge, Cambridge, United Kingdom","Conceived and designed the experiments: BDD LC DE DM. Performed the experiments: DM. Analyzed the data: BDD DM. Wrote the paper: BDD LC DE.","The authors have declared that no competing interests exist.",NA,NA,NA,"2010","12","Barnaby D Dunn","BDD",4,FALSE,4,1,2,3,TRUE,TRUE,FALSE,0,NA,FALSE
"10.1371_journal.pone.0015762","plos one","2011-02-09T00:00:00Z","María Ruz; Anna Moser; Kristin Webster","Department of Experimental Psychology, University of Granada, Granada, Spain; Department of Neuroscience, Brown University, Providence, Rhode Island, United States of America","Conceived and designed the experiments: MR. Performed the experiments: MR AM KW. Analyzed the data: MR AM KW. Wrote the paper: MR.","The authors have declared that no competing interests exist.",NA,NA,NA,"2011","02","María Ruz","MR",3,FALSE,1,3,3,1,TRUE,TRUE,FALSE,0,NA,FALSE
"10.1371_journal.pone.0017018","plos one","2011-02-10T00:00:00Z","Lara B Aknin; Gillian M Sandstrom; Elizabeth W Dunn; Michael I Norton","Department of Psychology, University of British Columbia, Vancouver, British Columbia, Canada; Marketing Unit, Harvard Business School, Boston, Massachusetts, United States of America","Conceived and designed the experiments: GMS LBA EWD MIN. Performed the experiments: GMS LBA. Analyzed the data: GMS LBA. Contributed reagents/materials/analysis tools. Wrote the manuscript: GMS LBA EWD MIN.","The authors have declared that no competing interests exist.",NA,NA,NA,"2011","02","Lara B Aknin","LBA",4,FALSE,4,2,2,4,TRUE,TRUE,FALSE,0,NA,FALSE
"10.1371_journal.pone.0017130","plos one","2011-02-23T00:00:00Z","Lihan Chen; Zhuanghua Shi; Hermann J Müller","Department of Psychology and Key Laboratory of Machine Perception (Ministry of Education), Peking University, Beijing, P. R. China; Department Psychologie, Ludwig-Maximilians-Universität München, München, Germany; School of Psychological Science, Birkbeck College, University of London, London, United Kingdom","Conceived and designed the experiments: LHC ZHS HJM. Performed the experiments: LHC. Analyzed the data: LHC ZHS. Contributed reagents/materials/analysis tools: LHC ZHS HJM. Wrote the manuscript: LHC ZHS HJM.","The authors have declared that no competing interests exist.",6,0,0,"2011","02","Lihan Chen","LC",3,FALSE,3,1,2,3,TRUE,TRUE,FALSE,0,NA,FALSE
"10.1371_journal.pone.0017349","plos one","2011-03-30T00:00:00Z","Jessica L Tracy; Joshua Hart; Jason P Martens","Department of Psychology, University of British Columbia, Vancouver, British Columbia, Canada; Department of Psychology, Union College, Schenectady, New York, United States of America","Conceived and designed the experiments: JLT JH JPM. Performed the experiments: JLT JH JPM. Analyzed the data: JLT JH JPM. Contributed reagents/materials/analysis tools: JLT JH JPM. Wrote the paper: JLT JH JPM.","The authors have declared that no competing interests exist.",34,3,3,"2011","03","Jessica L Tracy","JLT",3,FALSE,3,3,3,3,TRUE,TRUE,FALSE,0,NA,FALSE
"10.1371_journal.pone.0018154","plos one","2011-03-30T00:00:00Z","Colin J Davis; Jeffrey S Bowers; Amina Memon","Department of Psychology, Royal Holloway University of London, London, United Kingdom; Department of Experimental Psychology, University of Bristol, Bristol, United Kingdom","Conceived and designed the experiments: CD JB. Performed the experiments: CD JB AM. Analyzed the data: CD. Wrote the manuscript: CD JB AM. Designed the software used to control the worm display: CD.","The authors have declared that no competing interests exist.",NA,NA,NA,"2011","03","Colin J Davis","CJD",3,FALSE,2,3,1,3,TRUE,TRUE,FALSE,0,NA,FALSE
"10.1371_journal.pone.0018241","plos one","2011-03-28T00:00:00Z","Malin Axelsson; Eva Brink; Jesper Lundgren; Jan Lötvall","Krefting Research Centre, Internal Medicine, Institute of Medicine, Sahlgrenska Academy, University of Gothenburg, Gothenburg, Sweden; Department of Nursing, Health and Culture, University West, Trollhättan, Sweden; Institute of Health and Care Sciences, Sahlgrenska Academy, University of Gothenburg, Gothenburg, Sweden; Department of Psychology, University of Gothenburg, Gothenburg, Sweden","Analyzed the data: MA EB J. Lundgren J. Lötvall. Contributed reagents/materials/analysis tools: MA EB J. Lundgren J. Lötvall. Wrote the paper: MA EB J. Lundgren J. Lötvall.","The authors have declared that no competing interests exist.",NA,NA,NA,"2011","03","Malin Axelsson","MA",4,FALSE,NA,NA,3,3,TRUE,TRUE,FALSE,0,NA,FALSE
"10.1371_journal.pone.0018701","plos one","2011-04-27T00:00:00Z","Ilona Croy; Maria Springborn; Jörn Lötsch; Amy N B Johnston; Thomas Hummel","Smell and Taste Clinic, Department of Otorhinolaryngology, University of Dresden Medical School, Dresden, Germany; Department of Psychosomatic Medicine, University of Dresden Medical School, Dresden, Germany; Pharmazentrum Frankfurt/Zentrum für Arzneimittelforschung, Entwicklung und Sicherheit, Institute of Clinical Pharmacology, Goethe-University, Frankfurt am Main, Germany; Clinical Neuroscience, Eskitis Institute of Cell and Molecular Therapies, Griffith University, Nathan, Australia","Conceived and designed the experiments: TH IC MS JL. Performed the experiments: IC MS. Analyzed the data: IC TH. Contributed reagents/materials/analysis tools: TH. Wrote the paper: IC TH ANBJ.","The authors have declared that no competing interests exist.",NA,NA,NA,"2011","04","Ilona Croy","IC",5,FALSE,4,2,2,3,TRUE,TRUE,FALSE,0,NA,FALSE
"10.1371_journal.pone.0019465","plos one","2011-04-29T00:00:00Z","Maria Serena Panasiti; Enea Francesco Pavone; Arcangelo Merla; Salvatore Maria Aglioti","Psychology Department, Sapienza – University of Rome, Rome, Italy; IRCCS Santa Lucia Foundation, Rome, Italy; Department of Neuroscience and Imaging, G. d'Annunzio University, Chieti, Italy; Institute for Advanced Biomedical Technologies, University G. d'Annunzio Foundation, Chieti, Italy","Conceived and designed the experiments: SMA MSP EFP AM. Performed the experiments: MSP. Analyzed the data: MSP EFP. Wrote the paper: MSP SMA EFP AM.","The authors have declared that no competing interests exist.",1,0,0,"2011","04","Maria Serena Panasiti","MSP",4,FALSE,4,1,2,4,TRUE,TRUE,FALSE,0,NA,FALSE
"10.1371_journal.pone.0019551","plos one","2011-05-12T00:00:00Z","Paymon Ashourian; Yonatan Loewenstein","Department of Brain and Cognitive Sciences, Massachusetts Institute of Technology, Cambridge, Massachusetts, United States of America; Department of Neurobiology, Edmond and Lily Safra Center for Brain Sciences, The Interdisciplinary Center for Neural Computation and Center for the Study of Rationality, The Hebrew University of Jerusalem, Jerusalem, Israel","Conceived and designed the experiments: YL PA. Performed the experiments: YL PA. Analyzed the data: YL PA. Contributed reagents/materials/analysis tools: YL PA. Wrote the paper: YL PA.","The authors have declared that no competing interests exist.",NA,NA,NA,"2011","05","Paymon Ashourian","PA",2,FALSE,2,2,2,2,TRUE,TRUE,FALSE,0,NA,FALSE
"10.1371_journal.pone.0022650","plos one","2011-07-28T00:00:00Z","Valeria Manera; Marco Del Giudice; Bruno G Bara; Karl Verfaillie; Cristina Becchio","Center for Cognitive Science, Department of Psychology, University of Torino, Torino, Italy; Laboratory of Experimental Psychology, Department of Psychology, Katholieke Universiteit Leuven, Leuven, Belgium","Conceived and designed the experiments: VM MDG BGB KV CB. Performed the experiments: VM. Analyzed the data: VM MDG CB. Wrote the paper: VM CB MDG KV BGB.","The authors have declared that no competing interests exist.",NA,NA,NA,"2011","07","Valeria Manera","VM",5,FALSE,5,1,3,5,TRUE,TRUE,FALSE,0,NA,FALSE
"10.1371_journal.pone.0025517","plos one","2011-10-07T00:00:00Z","Bernard M C Stienen; Akihiro Tanaka; Beatrice de Gelder","Laboratory of Cognitive and Affective Neuroscience, Tilburg University, Tilburg, The Netherlands; Waseda Institute for Advanced Study, Tokyo, Japan; Martinos Center for Biomedical Imaging, Massachusetts General Hospital and Harvard Medical School, Charlestown, Massachusetts, United States of America","Conceived and designed the experiments: BMCS BdG. Performed the experiments: BMCS AT BdG. Analyzed the data: BMCS AT BdG. Contributed reagents/materials/analysis tools: BMCS AT BdG. Wrote the paper: BMCS AT BdG.","The authors have declared that no competing interests exist.",NA,NA,NA,"2011","10","Bernard M C Stienen","BMCS",3,FALSE,2,3,3,3,TRUE,TRUE,TRUE,1,"3",TRUE
"10.1371_journal.pone.0028722","plos one","2011-12-16T00:00:00Z","Fuminori Ono; Shigeru Kitazawa","Research Center of Advanced Science and Technology, The University of Tokyo, Tokyo, Japan; Dynamic Brain Network Laboratory, Graduate School of Frontier Biosciences, Osaka University, Osaka, Japan; Department of Brain Physiology, Graduate School of Medicine, Osaka University, Osaka, Japan","Conceived and designed the experiments: FO SK. Performed the experiments: FO. Analyzed the data: FO. Contributed reagents/materials/analysis tools: FO. Wrote the paper: FO SK.","The authors have declared that no competing interests exist.",7,1,0,"2011","12","Fuminori Ono","FO",2,FALSE,2,1,1,2,TRUE,TRUE,FALSE,0,NA,FALSE
"10.1371_journal.pone.0029081","plos one","2012-01-18T00:00:00Z","Stéphane Doyen; Olivier Klein; Cora-Lise Pichon; Axel Cleeremans","Consciousness, Cognition and Computation Group, Université Libre de Bruxelles, Brussels, Belgium; Social Psychology Unit, Université Libre de Bruxelles, Brussels, Belgium; Social and Developmental Psychology Department, University of Cambridge, Cambridge, United Kingdom","Conceived and designed the experiments: SD. Performed the experiments: SD CP. Analyzed the data: SD OK. Contributed reagents/materials/analysis tools: SD OK. Wrote the paper: SD OK AC.","Behavioral priming has always been a controversial topic in social cognition. This paper highlights a more nuanced view of this topic, especially about its non-conscious nature, that might not please those in favor of a strict perspective. This does not alter the authors' adherence to all the PLoS ONE policies on sharing data and materials.",13,NA,NA,"2012","01","Stéphane Doyen","SD",4,TRUE,1,2,2,3,TRUE,TRUE,FALSE,0,NA,FALSE
"10.1371_journal.pone.0029265","plos one","2012-01-04T00:00:00Z","Marco Del Giudice; Tom Booth; Paul Irwing","Department of Psychology, University of Turin, Torino, Italy; Manchester Business School, University of Manchester, Manchester, United Kingdom","Conceived and designed the experiments: MDG. Performed the experiments: MDG TB PI. Analyzed the data: MDG TB PI. Contributed reagents/materials/analysis tools: MDG TB PI. Wrote the paper: MDG TB PI.","The authors have declared that no competing interests exist.",NA,NA,NA,"2012","01","Marco Del Giudice","MDG",3,FALSE,1,3,3,3,TRUE,TRUE,FALSE,0,NA,FALSE
"10.1371_journal.pone.0029397","plos one","2012-01-05T00:00:00Z","Eduardo A Garza Villarreal; Elvira Brattico; Lene Vase; Leif Østergaard; Peter Vuust","Center of Functionally Integrative Neuroscience, University of Aarhus, Aarhus, Denmark; The Royal Academy of Music, Aarhus and Aalborg, Denmark; Department of Psychology, University of Aarhus, and Danish Pain Research Center, Aarhus University Hospital, Aarhus, Denmark; Cognitive Brain Research Unit, Cognitive Science, Institute of Behavioral Science, University of Helsinki & Centre of Excellence for Interdisciplinary Music Research, University of Jyväskylä, Jyväskylä, Finland; Department of Neuroradiology, Aarhus University Hospital, Aarhus, Denmark","Conceived and designed the experiments: EAGV EB LV LØ PV. Performed the experiments: EAGV. Analyzed the data: EAGV EB LV. Contributed reagents/materials/analysis tools: EAGV EB LV LØ PV. Wrote the paper: EAGV EB LV LØ PV.","The authors have declared that no competing interests exist.",31,19,0,"2012","01","Eduardo A Garza Villarreal","EAGV",5,FALSE,5,1,3,5,TRUE,TRUE,FALSE,0,NA,FALSE
"10.1371_journal.pone.0031441","plos one","2012-02-21T00:00:00Z","Stefan Koelsch; Juliane Enge; Sebastian Jentschke","Cluster of Excellence “Languages of Emotion”, Freie Universität Berlin, Berlin, Germany","Conceived and designed the experiments: SK. Performed the experiments: SK. Analyzed the data: SK SJ JE. Contributed reagents/materials/analysis tools: SJ. Wrote the paper: SK SJ.","The authors have declared that no competing interests exist.",NA,NA,NA,"2012","02","Stefan Koelsch","SK",3,FALSE,1,1,3,2,TRUE,TRUE,FALSE,0,NA,FALSE
"10.1371_journal.pone.0032774","plos one","2012-03-21T00:00:00Z","Christine M Falter; Mark A Elliott; Anthony J Bailey","Department of Clinical and Developmental Neuropsychology, University of Groningen, Groningen, The Netherlands; Department of Psychiatry, University of Oxford, Oxford, United Kingdom; Center for Applied Perceptual Research, Kyushu University, Fukuoka, Japan; School of Psychology, National University of Ireland, Galway, Ireland; UBC Institute of Mental Health, Department of Psychiatry, University of British Columbia, Vancouver, Canada","Conceived and designed the experiments: CMF MAE AJB. Performed the experiments: CMF. Analyzed the data: CMF. Contributed reagents/materials/analysis tools: MAE. Wrote the paper: CMF MAE AJB.","The authors have declared that no competing interests exist.",NA,NA,NA,"2012","03","Christine M Falter","CMF",3,FALSE,3,1,1,3,TRUE,TRUE,FALSE,0,NA,FALSE
"10.1371_journal.pone.0033906","plos one","2012-03-16T00:00:00Z","Chao Hu; Qiandong Wang; Lindsey A Short; Genyue Fu","Department of Psychology, Zhejiang Normal University, Jinhua, Zhejiang Province, China; Department of Psychology, Brock University, St. Catharines, Ontario, Canada; Hangzhou College for Kindergarten Teachers, Zhejiang Normal University, Hangzhou, Zhejiang Province, China","Conceived and designed the experiments: CSH GF. Performed the experiments: CSH QFW. Analyzed the data: CSH. Contributed reagents/materials/analysis tools: CSH QFW. Wrote the paper: CSH LAS.","The authors have declared that no competing interests exist.",1,0,0,"2012","03","Chao Hu","CH",4,FALSE,2,2,1,2,TRUE,TRUE,FALSE,0,NA,FALSE
